Segment Code_Segment Description;GS1 Segment-Google TAX;Family CodeFamily Description;GS1 Family-Google TAX;Class CodeClass Description;GS1 Class-Google TAX
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93047900_Verbena – Live Plants;
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93048000_Viola – Live Plants;
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93048100_Vriesea – Live Plants;
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93048200_XBurrageara – Live Plants;
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93048300_XCitrofortunella – Live Plants;
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93048400_Yucca – Live Plants;
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93048500_Zamioculcas – Live Plants;
93000000_Horticulture Plants;;93040000_Live Plants (Genus H thru Z);;93048600_Zantedeschia – Live Plants;
93000000_Horticulture Plants;;93060000_Plants Variety Packs;;93060100_Plants Variety Packs;
93000000_Horticulture Plants;;93070000_Seeds/Spores;121705_Seeds;93070100_Seeds/Spores;
93000000_Horticulture Plants;;93080000_Shrubs/Trees;121706_Trees;93080100_Shrubs/Trees;
93000000_Horticulture Plants;;93090000_Vegetables/Fungi Plants;;93090100_Vegetables/Fungi Plants;
